ds,Job_Type,Education_Level,Job_Categories,Public_Holiday_Flag,Local_Gas_Price,Monthly_Unemployment_Rate,Hours_Worked,Platform_Count,Jobs_Completed,Job_Duration_Days,Income_Total,Expenses_Total,Target_Income_Next_Day,income_volatility_index,Month,Monthly_Income,Monthly_Expenses,Target_Income_Next_Month,income_rolling_avg_3m,expense_to_income_ratio,net_Income,savings,y
2024-12-15,Hybrid/Gig-Task,Undergraduate,,0,77.43,8.0,0.0,0,0,0,0.0,628.7,-16700.0,302.48,2024-12,9476.01,12096.39,16500.0,480.0,inf,-630.0,-2620.379999999999,-1.3839150223575252
2024-12-16,Hybrid/Gig-Task,Undergraduate,,0,77.85,7.9,0.0,0,0,0,0.0,571.07,-16100.0,302.48,2024-12,9476.01,12096.39,16500.0,470.0,inf,-570.0,-2620.379999999999,-1.3839150223575252
2024-12-17,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.93,8.2,2.5,4,4,1,231.59,143.33,2500.0,301.88,2024-12,9476.01,12096.39,16500.0,470.0,0.62,90.0,-2620.379999999999,-0.6608164546173191
2024-12-18,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.07,7.9,2.3,2,3,1,355.13,470.73,-3200.0,149.3,2024-12,9476.01,12096.39,16500.0,460.0,1.33,-120.0,-2620.379999999999,-0.2750847863301519
2024-12-19,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.19,7.9,5.4,4,3,1,833.84,591.73,6900.0,312.72,2024-12,9476.01,12096.39,16500.0,470.0,0.71,240.0,-2620.379999999999,1.2196020108671108
2024-12-20,Hybrid/Gig-Task,Undergraduate,,0,77.21,7.7,0.0,0,0,0,0.0,504.08,-14900.0,312.72,2024-12,9476.01,12096.39,16500.0,460.0,inf,-500.0,-2620.379999999999,-1.3839150223575252
2024-12-21,Hybrid/Gig-Task,Undergraduate,,0,77.54,8.0,0.0,0,0,0,0.0,537.36,-15000.0,312.72,2024-12,9476.01,12096.39,16500.0,460.0,inf,-540.0,-2620.379999999999,-1.3839150223575252
2024-12-22,Hybrid/Gig-Task,Undergraduate,Delivery,0,78.16,7.6,3.0,4,2,1,278.02,150.96,3400.0,300.05,2024-12,9476.01,12096.39,16500.0,450.0,0.54,130.0,-2620.379999999999,-0.5158470409976561
2024-12-23,Hybrid/Gig-Task,Undergraduate,Delivery,0,77.74,7.7,5.3,4,1,1,491.2,223.81,7700.0,291.15,2024-12,9476.01,12096.39,16500.0,450.0,0.46,270.0,-2620.379999999999,0.14976957746970926
2024-12-24,Hybrid/Gig-Task,Undergraduate,Data Entry,0,77.1,7.8,3.2,1,1,1,494.33,569.81,-2100.0,295.83,2024-12,9476.01,12096.39,16500.0,450.0,1.15,-80.0,-2620.379999999999,0.15954244554271257
2024-12-25,Hybrid/Gig-Task,Undergraduate,,1,77.59,8.3,0.0,0,0,0,0.0,471.36,-13200.0,323.98,2024-12,9476.01,12096.39,16500.0,450.0,inf,-470.0,-2620.379999999999,-1.3839150223575252
2024-12-26,Hybrid/Gig-Task,Undergraduate,Event Staff,0,77.98,7.5,4.2,1,1,1,824.02,640.74,4900.0,321.29,2024-12,9476.01,12096.39,16500.0,460.0,0.78,180.0,-2620.379999999999,1.1889408081588382
2024-12-27,Hybrid/Gig-Task,Undergraduate,,0,77.5,8.0,0.0,0,0,0,0.0,496.19,-13900.0,321.29,2024-12,9476.01,12096.39,16500.0,460.0,inf,-500.0,-2620.379999999999,-1.3839150223575252
2024-12-28,Hybrid/Gig-Task,Undergraduate,Delivery,0,78.84,7.5,2.7,3,2,1,250.34,137.2,3300.0,295.46,2024-12,9476.01,12096.39,16500.0,450.0,0.55,110.0,-2620.379999999999,-0.6022729158413406
2024-12-29,Hybrid/Gig-Task,Undergraduate,,0,76.87,8.2,0.0,0,0,0,0.0,592.87,-16600.0,321.75,2024-12,9476.01,12096.39,16500.0,440.0,inf,-590.0,-2620.379999999999,-1.3839150223575252
2024-12-30,Hybrid/Gig-Task,Undergraduate,,0,78.02,7.6,0.0,0,0,0,0.0,530.79,-14900.0,325.19,2024-12,9476.01,12096.39,16500.0,440.0,inf,-530.0,-2620.379999999999,-1.3839150223575252
